DAUID,revenu_median,Nombre_m√©nages_faible_revenu,Pourcentage_population_active_15_64_ans,nombre_pop_total
"24660411",50800,5,67,494
"24660408",52800,20,66,577
"24660330",54400,5,65,616
"24660331",42000,15,65,567
"24660329",60000,0,62,567
"24660337",52000,10,71,695
"24662730",65000,5,65,537
"24660332",43200,10,65,521
"24660333",42000,15,62,487
"24660336",40000,10,68,570
"24660334",50800,10,65,630
"24660335",50800,15,69,742
"24662727",56400,10,67,751
"24662731",60800,0,63,303
"24660328",58800,10,63,648
"24660327",56400,0,59,591
"24662733",62800,5,61,821
"24660326",66000,5,61,411
"24660325",65500,5,62,510
"24662732",77500,0,65,325
"24662725",52000,10,69,620
"24661352",65500,30,62,673
"24661362",72500,5,65,801
"24661530",39200,5,77,511
"24661529",40400,15,67,398
"24661528",34400,10,75,492
"24661519",64000,5,86,656
"24661521",71000,20,74,2664
"24661518",58400,5,81,601
"24661509",55200,0,80,580
"24661508",65500,5,70,432
"24661510",67000,5,80,463
"24661507",69000,0,78,535
"24661506",46400,15,72,677
"24661504",46000,10,82,582
"24661503",26400,70,63,460
"24660439",56400,0,87,346
"24660438",44000,10,83,406
"24661502",56000,5,77,473
"24661505",49600,0,80,420
"24660437",51200,5,69,323
"24661501",59600,10,81,520
"24660436",39200,50,65,468
"24660435",69000,10,71,623
"24660434",48800,45,65,626
"24660433",48000,15,79,614
"24660443",58800,0,78,494
"24660442",66500,0,71,552
"24660441",58800,5,75,278
"24660440",60800,0,85,288
"24660448",63600,5,86,416
"24660449",57600,5,78,347
"24660450",62000,5,78,514
"24660451",57200,0,77,595
"24660431",55600,5,74,466
"24660452",57200,5,76,476
"24660453",68000,5,78,645
"24661367",46800,20,70,962
"24661364",70500,0,61,787
"24661368",57200,5,63,737
"24661369",59200,10,64,575
"24661370",60000,0,75,614
"24661371",53600,0,78,527
"24661625",60400,10,82,574
"24661626",52400,5,82,684
"24661627",65000,5,79,878
"24661459",54400,5,77,331
"24661460",57600,5,80,297
"24661516",58800,5,82,506
"24661461",59200,5,83,568
"24661515",52800,5,79,428
"24661462",36000,50,65,444
"24663451",54400,10,79,424
"24661514",57600,5,79,461
"24661463",71000,0,82,764
"24663450",40000,10,87,457
"24661465",53200,5,79,340
"24661513",54400,0,82,507
"24661466",50400,0,84,493
"24661467",57600,0,63,669
"24661645",56800,5,78,606
"24661644",50400,5,79,434
"24661643",65500,0,74,425
"24661642",52000,10,74,452
"24661468",64500,0,78,596
"24661469",63200,5,79,444
"24661470",62800,5,77,340
"24661500",54000,15,76,500
"24661471",54400,0,77,416
"24661472",62800,5,77,352
"24661499",50800,5,77,557
"24661473",60000,10,72,336
"24661474",52400,0,73,354
"24660432",48400,5,74,570
"24661476",44800,5,73,313
"24661477",46800,15,77,739
"24661475",40000,0,76,327
"24661498",48800,5,74,326
"24661497",50000,5,70,333
"24660428",51600,10,70,701
"24661496",56000,10,76,350
"24660427",49600,5,73,445
"24661495",45600,10,70,397
"24660426",54800,5,74,484
"24661494",49600,20,72,683
"24660425",47600,5,75,489
"24661493",49200,10,73,708
"24660424",50400,5,68,475
"24660423",57200,10,72,423
"24660323",54000,10,64,616
"24660385",58000,5,62,663
"24661361",81000,5,58,663
"24661393",86000,0,53,387
"24661365",79000,0,54,638
"24661381",75500,5,56,643
"24661429",70000,5,71,492
"24661389",70000,0,64,383
"24661380",80000,5,72,418
"24661390",68500,5,63,445
"24661379",72000,5,73,494
"24661391",69000,0,61,484
"24661366",93000,0,48,775
"24661433",,,39,324
"24661378",68500,5,75,510
"24661392",71000,0,70,434
"24661377",51600,10,85,407
"24661372",69000,5,76,373
"24661434",59200,25,72,1085
"24661373",68000,0,73,394
"24661376",46800,15,82,532
"24661374",38800,5,81,295
"24661436",41200,60,69,621
"24661375",42800,45,66,952
"24661443",64500,5,77,607
"24661442",53200,10,85,1138
"24661628",54400,10,84,602
"24661458",52400,5,78,362
"24661457",52800,10,83,640
"24661444",50400,60,73,1428
"24661629",61600,0,68,620
"24661456",58400,5,82,596
"24661445",43600,10,84,437
"24661455",56400,0,79,377
"24661446",53200,10,78,602
"24661454",52000,5,80,585
"24661447",48000,35,69,944
"24661464",47200,55,65,661
"24661453",54000,15,77,787
"24661448",48800,10,86,433
"24661449",44800,5,79,472
"24661452",49600,25,68,413
"24661647",56400,10,80,894
"24661451",49600,0,85,379
"24661450",53600,5,75,402
"24661646",59200,5,78,403
"24662102",47200,0,89,268
"24661648",49200,5,75,411
"24661649",51200,0,78,381
"24662101",52400,0,71,389
"24661650",59600,5,72,434
"24661651",43600,10,76,488
"24661652",57600,5,73,539
"24662100",42800,10,76,386
"24661653",54800,5,76,617
"24661641",65500,0,63,844
"24662098",53600,5,70,354
"24661654",44800,20,75,767
"24661640",48400,5,67,820
"24661655",54800,0,72,380
"24661656",56400,5,78,337
"24661639",42800,10,68,827
"24661657",52000,5,78,422
"24661638",50800,0,70,367
"24661658",59600,5,68,630
"24661637",47200,5,71,279
"24661478",50400,5,73,406
"24661636",53600,15,71,522
"24661659",62000,5,70,511
"24661479",51600,10,74,660
"24661635",48800,5,71,522
"24661480",50000,5,76,561
"24661634",51600,0,80,345
"24661633",60400,15,70,719
"24661481",51200,10,72,585
"24661441",57200,10,77,1061
"24661827",67500,10,77,908
"24661966",70500,10,86,1277
"24661967",57200,5,79,1004
"24662033",55600,0,83,383
"24661970",49600,0,84,487
"24661968",45600,10,79,531
"24661969",50000,10,79,603
"24661971",49600,10,81,436
"24662099",60400,5,74,579
"24662097",55600,10,75,575
"24662096",53600,5,78,603
"24662095",62800,5,70,553
"24661826",61200,5,80,560
"24661825",56400,0,77,483
"24661824",78000,5,74,1025
"24661823",59600,5,82,535
"24661822",52400,5,85,549
"24661972",46400,5,83,722
"24661973",48400,5,75,505
"24661974",57200,5,73,498
"24661975",68500,0,74,539
"24661976",59200,10,74,545
"24661977",44000,0,74,412
"24661978",60400,5,75,559
"24661660",60000,5,73,580
"24661661",54800,10,70,430
"24661662",51200,5,72,440
"24661979",56800,10,70,612
"24661663",32000,55,46,563
"24661632",51200,10,72,628
"24661631",56000,10,64,717
"24661668",53600,10,72,587
"24661664",48400,10,70,662
"24661665",49200,15,69,512
"24661666",61200,5,69,744
"24661667",46800,5,66,459
"24661669",62400,5,65,498
"24660247",42400,10,70,654
"24660246",45200,20,68,814
"24660245",42800,10,69,542
"24661834",57200,5,84,535
"24661435",52000,5,81,657
"24661833",47200,40,80,598
"24661832",46000,5,80,572
"24661438",46400,5,86,631
"24661437",51200,15,84,887
"24661439",64500,0,84,430
"24661440",53600,5,84,550
"24662032",48400,10,78,621
"24661983",42400,10,76,636
"24661980",54000,15,73,539
"24662090",52800,5,73,663
"24661670",48400,10,71,746
"24661491",62400,5,68,655
"24661492",42400,10,74,433
"24660422",56000,5,70,561
"24660421",44400,10,72,592
"24660420",46000,10,70,450
"24660419",76000,5,64,452
"24661482",45600,5,77,748
"24661490",44400,10,73,571
"24661483",48000,10,74,533
"24661484",48400,10,68,612
"24661488",48400,5,68,452
"24661630",43600,40,56,809
"24661485",52800,5,68,400
"24660417",60800,5,65,440
"24662626",37600,25,72,632
"24661489",61200,5,70,613
"24660418",47200,0,73,292
"24660416",52800,10,66,394
"24660415",65500,10,64,642
"24660414",49200,15,69,590
"24660359",48000,5,57,577
"24660358",53600,5,68,582
"24660360",48400,5,74,443
"24661487",64500,10,61,597
"24660249",37600,20,73,618
"24660413",35600,50,49,696
"24660250",44800,10,74,521
"24661486",42800,5,74,510
"24660248",47600,5,73,607
"24660251",52800,5,71,540
"24660361",48400,10,71,557
"24660252",48000,10,71,608
"24660253",50800,10,66,497
"24660255",52800,10,67,635
"24660363",52800,5,69,662
"24660362",51200,10,69,649
"24660254",57600,10,76,837
"24660357",47200,15,69,448
"24660355",57600,10,68,535
"24662109",38800,20,70,581
"24662108",52800,15,73,696
"24660239",46400,15,70,822
"24663283",44800,5,69,651
"24660233",58400,5,69,1414
"24660353",40000,30,60,494
"24660365",45600,10,68,590
"24660367",51200,15,69,807
"24660368",59200,5,61,800
"24660371",52800,5,66,536
"24660372",49600,15,66,772
"24660370",49200,0,57,676
"24660396",56000,5,60,471
"24660373",52000,5,60,677
"24660410",52000,5,63,484
"24660374",56400,0,59,484
"24660376",59200,5,61,284
"24660369",53200,15,64,562
"24660395",59200,10,65,573
"24660378",54800,5,56,295
"24660379",63200,5,64,483
"24660377",60800,5,62,322
"24660375",65000,0,65,507
"24660407",64000,5,63,466
"24660406",59600,5,66,410
"24660380",56400,5,58,373
"24660404",77500,5,61,386
"24660405",57600,0,56,590
"24660382",58400,5,59,485
"24660324",65500,5,59,597
"24660403",57600,5,58,351
"24660381",54000,10,64,797
"24660383",63600,5,63,563
"24662110",44400,10,75,435
"24660244",51600,10,69,786
"24660243",45200,15,70,821
"24660242",51200,5,68,864
"24660364",56000,20,73,953
"24660256",49600,20,65,677
"24660257",48400,5,72,523
"24660258",57200,10,63,570
"24660366",58800,5,67,554
"24660259",64000,5,63,491
"24660260",48400,15,66,703
"24660262",49200,5,64,621
"24660263",61600,5,62,757
"24660241",55200,15,37,1165
"24660398",56800,15,35,1154
"24660397",56000,5,62,644
"24660393",53600,10,60,653
"24660394",60000,10,61,595
"24660392",66000,10,61,473
"24660269",56800,5,64,454
"24660268",59200,10,62,455
"24660270",50400,10,61,491
"24660391",60800,0,65,416
"24660271",62000,5,60,536
"24660390",60000,5,61,424
"24660273",56800,10,60,538
"24660272",65500,5,59,440
"24660389",48000,5,65,715
"24660274",64000,15,64,622
"24660261",58000,5,66,409
"24660264",52800,30,49,1085
"24660265",62000,5,62,404
"24660267",58000,10,61,549
"24660266",55600,0,58,530
"24660275",48000,25,29,1768
"24660218",56000,10,58,604
"24660276",58400,25,59,604
"24660215",64500,5,63,553
"24661424",63200,5,74,530
"24661427",63200,5,81,720
"24661425",60400,5,83,774
"24661426",49200,5,85,500
"24661839",63200,5,77,632
"24661837",67000,5,72,460
"24661835",46800,20,76,568
"24661840",72500,15,69,350
"24661907",72500,5,72,603
"24661831",72000,0,75,414
"24661906",61200,0,81,466
"24661900",62000,5,80,609
"24661905",63200,5,77,488
"24661830",70500,0,74,518
"24661904",62000,5,80,469
"24661901",80000,0,75,414
"24661903",42400,5,83,466
"24661841",49600,0,82,380
"24661883",41600,10,77,704
"24663334",,,,0
"24661899",48400,10,80,923
"24661882",50800,5,86,1161
"24661898",48800,5,78,509
"24661889",43600,25,75,1371
"24661897",55200,5,73,663
"24661881",60400,10,82,639
"24661896",46800,5,79,498
"24661890",64500,0,80,388
"24661913",64500,10,76,531
"24661902",62000,5,76,677
"24661829",38400,35,71,482
"24661828",59600,10,79,642
"24661908",70000,0,78,757
"24661909",56000,5,76,394
"24661910",71000,5,76,453
"24661911",60400,5,82,484
"24662029",48000,5,87,504
"24662031",59200,5,78,703
"24662030",49200,5,86,486
"24662027",53200,5,85,569
"24661816",62400,10,76,658
"24661815",62400,5,78,343
"24661817",60400,5,80,548
"24661820",65000,0,84,559
"24661818",36000,15,83,388
"24661819",60800,5,79,632
"24661821",58400,10,83,710
"24661814",59200,5,81,566
"24662028",48400,10,73,447
"24661986",48000,5,81,593
"24661985",31800,5,77,326
"24661987",49200,10,81,365
"24661984",50800,10,74,580
"24661988",60400,5,83,298
"24661989",56000,0,72,520
"24661982",52800,0,76,524
"24661990",45600,20,68,439
"24661981",52400,0,74,454
"24661991",49600,10,78,556
"24662094",61600,5,72,686
"24662093",58000,5,76,476
"24661992",44800,30,71,527
"24662092",52000,10,74,593
"24661994",48800,10,71,467
"24661995",46400,10,74,683
"24662091",52400,0,75,482
"24661996",58800,0,70,463
"24661997",52400,5,77,520
"24662089",33600,70,44,1275
"24662088",44800,30,63,693
"24662069",45600,5,79,418
"24662005",52800,5,71,469
"24662009",55200,10,73,483
"24662077",54400,5,77,479
"24661999",57600,5,69,567
"24662004",49600,10,71,550
"24662002",31200,25,69,573
"24662000",59600,5,68,453
"24662003",38000,20,68,279
"24662001",44800,10,78,562
"24662087",40000,10,58,723
"24663329",,,,0
"24662078",50800,15,72,579
"24663458",61200,10,51,1265
"24662081",44000,10,70,759
"24662082",37600,20,69,435
"24662083",37200,45,67,591
"24662084",54000,15,63,766
"24662085",59600,15,68,672
"24662086",46400,10,69,649
"24661680",45200,10,65,585
"24661681",44000,10,68,535
"24661683",46400,5,66,563
"24661686",51600,15,66,702
"24663457",63200,25,53,1506
"24663293",73000,20,40,1393
"24661687",62000,5,66,602
"24662106",56800,10,60,515
"24660121",63200,5,65,474
"24660123",57600,0,64,492
"24660122",61600,5,66,450
"24660124",66000,5,68,582
"24660125",52000,10,67,656
"24663220",75500,5,63,588
"24660126",60400,5,61,489
"24660127",39600,30,60,448
"24662079",56400,15,72,688
"24661672",44000,5,75,383
"24662080",47200,5,66,593
"24661673",53600,15,70,1050
"24661674",38000,45,60,598
"24661675",48000,10,65,297
"24661671",44800,10,74,416
"24660234",45600,5,68,584
"24661676",42800,10,73,470
"24660238",46400,5,72,465
"24661677",44800,5,73,411
"24660236",56400,10,67,791
"24661678",56800,5,65,442
"24661679",99000,5,57,312
"24660235",63200,20,64,807
"24660232",46000,20,67,934
"24661705",48400,10,54,660
"24660231",59600,10,62,802
"24660230",55200,15,62,512
"24661704",50400,10,65,649
"24661684",49600,10,63,657
"24661682",46800,15,65,590
"24661685",49200,15,71,822
"24661691",57600,5,66,575
"24661692",49200,15,67,737
"24661688",72000,0,61,457
"24661689",60400,5,62,433
"24661690",59200,5,48,491
"24661693",49600,5,64,480
"24661694",47600,5,34,470
"24661696",32000,25,28,604
"24661695",54400,5,65,331
"24661698",69000,10,59,564
"24661703",52800,20,47,726
"24661697",34800,30,70,1135
"24660229",63200,10,61,635
"24660228",55600,10,60,498
"24660226",70000,5,64,575
"24660227",63200,5,59,708
"24660225",57200,0,62,626
"24662024",43600,80,47,2628
"24661993",53200,5,77,595
"24662025",32400,15,73,601
"24662011",59600,10,70,757
"24662020",47600,10,77,428
"24662019",52000,0,80,392
"24662018",50400,5,80,382
"24662017",61600,10,77,410
"24662016",60400,5,71,608
"24662015",62000,0,77,370
"24662013",56800,10,71,511
"24663401",115000,5,68,1937
"24662012",45200,25,66,693
"24662021",51200,0,72,432
"24662022",55200,0,78,446
"24662014",47600,15,74,791
"24663397",58000,15,67,925
"24663398",133000,0,70,658
"24662073",56400,85,59,1347
"24662034",67000,0,69,304
"24663399",130000,0,71,596
"24662072",60800,0,72,581
"24662035",65500,10,69,543
"24662036",70500,0,73,482
"24662071",49600,10,69,585
"24662010",60800,10,73,522
"24662074",53200,10,68,667
"24662007",42800,10,75,541
"24662070",58000,15,66,888
"24662075",46000,10,73,448
"24662008",62000,10,73,550
"24662006",48000,10,70,585
"24662076",50800,5,75,638
"24661998",49600,5,74,683
"24661884",46400,0,78,526
"24661885",49200,5,84,728
"24661880",62000,10,83,502
"24663333",55200,10,84,741
"24661879",52000,15,80,929
"24661877",43600,10,81,420
"24661792",46800,5,81,615
"24661786",44000,20,84,522
"24663332",55600,10,82,623
"24661871",53200,20,84,1310
"24661869",43600,5,80,477
"24661886",40800,55,71,616
"24661872",,,86,179
"24661873",50800,0,74,624
"24661912",71000,0,86,519
"24661894",61600,0,49,520
"24661895",58400,10,83,694
"24661893",65500,0,79,313
"24661892",68500,5,79,519
"24661797",54400,5,70,350
"24661798",65000,5,79,583
"24661891",54800,0,85,297
"24661796",59600,5,77,477
"24661795",52000,5,88,765
"24661794",42400,5,88,409
"24661793",52000,5,80,426
"24661787",51600,5,86,552
"24663330",35600,85,53,1465
"24661799",28400,15,83,482
"24661806",69000,10,77,703
"24661805",66500,10,75,610
"24661800",35200,15,80,494
"24661791",54000,10,86,554
"24661804",39600,30,62,554
"24661807",66000,5,80,536
"24661801",62000,0,67,376
"24661785",52800,10,74,613
"24661790",37600,5,89,515
"24661788",42400,15,72,526
"24661784",49200,15,80,689
"24661789",50800,10,79,486
"24661783",50000,10,82,1001
"24661781",46800,15,86,674
"24661780",43200,10,83,496
"24661803",53200,0,78,427
"24661808",56400,10,81,424
"24661813",57600,0,80,414
"24661812",55600,5,83,459
"24661802",54800,5,78,701
"24661809",56000,15,81,522
"24661811",60400,5,81,493
"24662026",40800,10,77,812
"24661779",46000,5,81,605
"24661753",49600,15,82,463
"24661778",53600,20,66,1539
"24661754",56000,5,77,395
"24661810",66500,10,75,1104
"24661755",52000,5,80,447
"24661776",49200,5,79,428
"24661756",48400,5,77,374
"24661782",46800,15,78,646
"24663331",33600,45,71,623
"24661752",52000,5,82,753
"24661874",54400,5,81,736
"24661757",49600,15,82,787
"24663400",,,14,530
"24662038",54000,5,65,479
"24662039",68500,0,65,328
"24662037",52800,10,58,562
"24662040",45600,45,68,949
"24661777",48800,10,78,683
"24662050",67500,0,77,569
"24662051",36000,5,86,548
"24661775",52800,5,77,538
"24661774",44000,10,84,501
"24662049",43600,10,82,731
"24662048",39600,20,75,558
"24662047",44800,5,72,536
"24662044",48000,15,81,775
"24661773",46000,15,76,758
"24662046",53600,5,80,733
"24662045",60800,5,82,639
"24661772",48800,5,85,355
"24661771",51200,15,77,768
"24661770",53600,0,64,588
"24662041",45600,15,73,754
"24662052",46800,5,82,475
"24662043",34400,5,93,265
"24662042",50800,5,78,545
"24662053",51200,10,74,520
"24661769",59200,0,79,436
"24661768",58400,10,80,476
"24662067",,,,0
"24662054",60400,10,73,753
"24661709",50000,35,30,1310
"24662105",50800,15,67,596
"24662104",53200,10,61,579
"24660119",75500,0,65,268
"24660120",58000,5,69,530
"24663217",77000,0,60,504
"24663206",47200,10,80,589
"24663208",68500,10,73,655
"24663122",46400,10,75,726
"24663121",48800,5,74,537
"24663484",97000,10,73,1626
"24663077",72000,5,55,1015
"24663120",51600,0,74,531
"24663123",60400,20,57,738
"24663115",133000,5,63,501
"24663117",110000,5,59,494
"24663111",102000,0,63,617
"24663118",117000,5,75,1095
"24663119",,,4,365
"24663124",110000,0,63,478
"24663125",114000,5,62,473
"24663126",115000,0,76,588
"24663127",118000,0,76,447
"24661299",39200,0,93,564
"24661399",212000,5,58,426
"24663370",,,,21
"24661410",32800,5,91,481
"24661409",212000,5,60,515
"24661398",111000,0,61,461
"24661397",102000,0,59,398
"24661412",,,63,238
"24661396",82000,5,62,527
"24661411",192000,10,60,569
"24662113",202000,0,60,494
"24663362",73000,10,70,943
"24661413",151000,10,61,625
"24662112",66500,5,43,533
"24662111",83000,5,55,459
"24661414",61600,10,44,539
"24661415",72000,5,56,546
"24661416",67000,0,74,483
"24661417",63200,10,77,618
"24661419",42000,15,81,781
"24661418",69000,0,77,322
"24661961",59600,5,85,549
"24661959",50800,15,79,500
"24661960",49200,0,86,554
"24661958",44000,15,86,747
"24661357",72000,5,62,536
"24661395",107000,0,52,463
"24661385",145000,0,56,588
"24661386",100000,10,49,374
"24661432",71500,5,76,560
"24661384",87000,5,57,708
"24661383",54800,10,75,977
"24661356",83000,0,59,493
"24661358",79500,5,59,635
"24661359",82000,5,57,681
"24661394",71000,5,64,734
"24661360",78000,5,55,483
"24661431",60400,10,79,616
"24661387",101000,0,54,422
"24661430",75500,5,72,380
"24661382",66000,5,76,638
"24661388",85000,5,55,448
"24661851",51600,5,80,690
"24661852",48000,30,77,695
"24661942",,,66,294
"24663358",37200,20,78,1012
"24661945",37200,5,93,341
"24661286",32000,5,86,467
"24661278",23000,10,94,652
"24661946",48800,10,83,727
"24661285",28800,5,91,548
"24663459",37200,15,87,2031
"24661284",26000,0,94,260
"24661280",29200,5,89,723
"24663460",55600,30,87,2648
"24662114",55200,10,88,1325
"24661265",56000,5,83,561
"24662115",54000,60,78,1428
"24662116",33600,70,43,535
"24661260",42400,30,79,1647
"24661261",48800,10,84,916
"24661281",23400,65,79,768
"24661282",29400,5,92,458
"24661947",44800,5,86,438
"24661279",30200,5,89,367
"24661272",34800,35,73,858
"24663249",40800,15,75,722
"24661273",39600,5,79,653
"24661271",34400,10,85,633
"24661944",45200,25,66,677
"24661270",39600,5,79,624
"24661263",22800,60,52,301
"24661262",53600,15,72,867
"24661269",33600,15,81,492
"24661277",34000,5,83,580
"24661276",38400,5,81,673
"24661941",34800,10,87,530
"24661943",30800,10,88,549
"24661264",23800,110,60,781
"24663349",36000,5,86,589
"24661940",36000,10,84,665
"24663347",37600,5,94,535
"24663348",40800,5,80,477
"24663350",59600,5,82,424
"24663346",43600,10,81,620
"24661937",69000,5,75,789
"24661858",44000,10,86,1285
"24661948",65500,0,76,480
"24661859",37200,40,83,916
"24661857",56400,0,84,350
"24661936",50000,5,80,347
"24661860",41200,30,66,555
"24663344",30000,35,41,450
"24661856",57600,0,83,387
"24661855",55200,10,83,580
"24661849",52800,20,78,622
"24661854",34000,35,72,501
"24661850",36400,50,63,674
"24661420",62800,5,78,386
"24661962",41200,40,78,474
"24661421",68500,5,76,435
"24661955",58400,0,82,469
"24661957",61200,15,78,700
"24661422",64000,5,85,620
"24661963",52000,10,84,760
"24661954",54400,5,68,664
"24661956",63600,5,75,446
"24661949",65000,10,73,640
"24663345",46000,10,39,815
"24661950",54400,0,81,413
"24663342",43600,10,83,462
"24661847",54800,10,80,582
"24661848",48400,20,76,694
"24663341",47200,5,78,425
"24663343",65000,5,74,539
"24661428",62800,5,81,471
"24661423",49600,10,73,676
"24661964",56000,10,77,783
"24661953",60800,10,76,608
"24661965",48800,0,89,534
"24661838",73000,5,79,740
"24661836",72000,5,75,325
"24661846",58800,5,78,565
"24661844",49600,5,79,605
"24661845",73500,5,70,497
"24661843",43600,10,75,599
"24661842",48000,45,66,695
"24661853",50400,20,84,1046
"24661928",54000,10,85,746
"24661861",62400,20,85,675
"24661862",49600,5,85,408
"24661258",,,35,316
"24661259",25600,65,46,335
"24663113",120000,5,64,513
"24663116",105000,5,55,609
"24663114",125000,0,61,631
"24663112",114000,5,59,399
"24663092",114000,0,65,427
"24663429",114000,5,72,919
"24663090",117000,0,67,664
"24663091",116000,0,66,520
"24660738",36400,10,71,434
"24663471",40400,25,74,899
"24663470",35200,45,70,1373
"24661037",56000,10,56,439
"24661034",40800,35,60,590
"24661035",45600,10,74,455
"24661033",51200,5,72,373
"24661031",55600,5,75,352
"24663207",56400,10,72,901
"24663211",85000,0,66,366
"24663212",46000,40,78,1018
"24663213",78500,5,68,378
"24662148",53600,10,49,678
"24662151",44400,5,84,609
"24662149",99000,5,65,571
"24662147",75500,10,47,582
"24660642",96000,5,59,455
"24660643",67500,10,56,628
"24660645",65500,15,57,862
"24660762",54400,55,57,651
"24660722",62800,5,76,411
"24663287",99000,0,71,592
"24660644",93000,0,62,626
"24660719",126000,0,62,377
